ID,Title,Automation Status,Created By,Created On,Expected Result,Forecast,Goals,Mission,PreConditions,Priority,References,Section,Section Depth,Section Description,Section Hierarchy,Steps,Steps,Steps (Expected Result),Steps (Step),Suite,Suite ID,Template,Type,Updated By,Updated On
C376018,"pptx contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,FastDraft PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:31
C376019,"pptx contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,Duplex Plex,Grey_K Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:33
C376020,"pptx contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,Duplex Plex,Grey_K Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:33
C376021,"pptx contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,Duplex Plex,Grey_K Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:33
C376022,"pptx contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:33
C376023,"pptx contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:34
C376024,"pptx contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:34
C376025,"pptx contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,FastDraft PrintQuality ,HeavyGlossy MediaType,Duplex Plex,Grey_K Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:34
C376026,"pptx contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,FastDraft PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:34
C376027,"pptx contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,Duplex Plex,Grey_K Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:34
C376028,"pptx contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,Duplex Plex,Grey_K Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:35
C376029,"pptx contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:35
C376030,"pptx contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:35
C376031,"tif contentType ,Landscape Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,Glossy MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:35
C376032,"txt contentType ,Landscape Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,Plain MediaType,None Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:35
C376033,"txt contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,FastDraft PrintQuality ,Plain MediaType,None Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:36
C376034,"txt contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,Plain MediaType,None Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:36
C376035,"txt contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,FastDraft PrintQuality ,Plain MediaType,None Plex,Grey_CMY Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:36
C376036,"txt contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,Plain MediaType,None Plex,Grey_CMY Color,AutoSelect InputBin,None MarginType,ShrinkToFit PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:36
C376037,"xls contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,FastDraft PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:36
C376038,"xls contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,FastDraft PrintQuality ,HeavyGlossy MediaType,None Plex,Grey_K Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:37
C376039,"xls contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,Duplex Plex,Grey_K Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:37
C376040,"xls contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,Duplex Plex,Grey_K Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:37
C376041,"xls contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:37
C376042,"xls contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:37
C376043,"xls contentType ,Portrait Orientation,IsoA4 Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,Tumble Plex,Grey_K Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:37
C376044,"xls contentType ,Portrait Orientation,IsoA4 Mediasize,2 Copies,FastDraft PrintQuality ,HeavyGlossy MediaType,None Plex,Grey_K Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:38
C376045,"xls contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,FastDraft PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:38
C376046,"xls contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,FastDraft PrintQuality ,HeavyGlossy MediaType,None Plex,Grey_K Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:38
C376047,"xls contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,Duplex Plex,Grey_K Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:38
C376048,"xls contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,Duplex Plex,Grey_K Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:38
C376049,"xls contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:38
C376050,"xls contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,None Plex,Color Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:39
C376051,"xls contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,1 Copies,Normal PrintQuality ,HeavyGlossy MediaType,Tumble Plex,Grey_K Color,AutoSelect InputBin,None MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:39
C376052,"xls contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,2 Copies,FastDraft PrintQuality ,HeavyGlossy MediaType,Duplex Plex,Grey_K Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:39
C376053,"xls contentType ,Portrait Orientation,NaLetter_8.5x11in Mediasize,2 Copies,FastDraft PrintQuality ,HeavyGlossy MediaType,None Plex,Grey_K Color,AutoSelect InputBin,MarginLess MarginType,None PageScaling",Yes,Tathagata Neogy,3/21/2018 3:50,,,,,,Medium,,Mobile API Test Cases,2,Mobile API Test Cases,API Test Cases- Automation > Onramp JMeter Test Case for Print Options-API > Mobile API Test Cases,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/29/2019 16:39
C10484693,Verify set/Reset echo signal for the registered printer,Yes,Sree Sudha Tammana,1/22/2019 9:45,,,,,Printer should be registered to web services.,Critical,,Signalling Flow-API,1,Includes complete signalling flow,API Test Cases- Automation > Signalling Flow-API,,"1. Verify device status
Expected Result:
Should be Online.
2. Verify detailed device status
Expected Result:
Should be online.
3. SET ""echo"" signal
Expected Result:
200 should be received.
4. Verify ""echo"" app flag should be SET and RESET within 30 secs.
Expected Result:
""echo"" app flag should be SET and RESET within 30 secs.","1. Should be Online.
2. Should be online.
3. 200 should be received.
4. ""echo"" app flag should be SET and RESET within 30 secs.","1. Verify device status
2. Verify detailed device status
3. SET ""echo"" signal
4. Verify ""echo"" app flag should be SET and RESET within 30 secs.",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/28/2019 13:18
C5138138,Gen1 PIE PLS short healthcheck,Yes,Sravani Mollaka,11/23/2018 4:59,,,,,,Critical,,Short Health Check,4,,API Test Cases- Automation > Health Check Test cases-API > Gen1 > Gen1_PIE > Short Health Check,,"1. Get : https://reverseproxy-ext-test3.itcs.hp.com/productlist/healthcheck
Expected Result:
Response: 200
Status: HEALTHY","1. Response: 200
Status: HEALTHY",1. Get : https://reverseproxy-ext-test3.itcs.hp.com/productlist/healthcheck,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/28/2019 11:50
C5138139,Gen1 PIE offramp registration short healthcheck,Yes,Sravani Mollaka,11/23/2018 5:02,,,,,,Critical,,Short Health Check,4,,API Test Cases- Automation > Health Check Test cases-API > Gen1 > Gen1_PIE > Short Health Check,,"1. Get : http://registration-ext-test3.itcs.hp.com/offramp/healthcheck


Expected Result:
Response: 200
Status: HEALTHY","1. Response: 200
Status: HEALTHY",1. Get : http://registration-ext-test3.itcs.hp.com/offramp/healthcheck,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Vignesh Kumaresan,1/28/2019 11:50
